0,Cluster
20171223-22:20:2:365|Step_LSC|30002312|onStandStepChanged 3753,0
20171223-22:53:1:177|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:52:51:987|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:10:10:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:10:9:136|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:14:45:607|Step_LSC|30002312|onStandStepChanged 3774,0
20171223-23:14:45:108|Step_LSC|30002312|onStandStepChanged 3772,0
20171223-23:37:16:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:19:58:863|Step_LSC|30002312|onStandStepChanged 3737,0
20171223-22:17:50:348|Step_LSC|30002312|onStandStepChanged 3667,0
20171223-22:17:49:848|Step_LSC|30002312|onStandStepChanged 3666,0
20171223-22:17:49:353|Step_LSC|30002312|onStandStepChanged 3664,0
20171223-22:20:0:363|Step_LSC|30002312|onStandStepChanged 3745,0
20171223-22:19:59:862|Step_LSC|30002312|onStandStepChanged 3742,0
20171223-22:17:47:349|Step_LSC|30002312|onStandStepChanged 3656,0
20171223-22:20:5:362|Step_LSC|30002312|onStandStepChanged 3759,0
20171223-22:20:4:362|Step_LSC|30002312|onStandStepChanged 3758,0
20171223-22:20:3:862|Step_LSC|30002312|onStandStepChanged 3757,0
20171223-22:52:45:587|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:52:45:487|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:15:45:348|Step_LSC|30002312|onStandStepChanged 3606,0
20171223-22:15:44:849|Step_LSC|30002312|onStandStepChanged 3605,0
20171223-22:15:43:850|Step_LSC|30002312|onStandStepChanged 3604,0
20171223-22:15:43:348|Step_LSC|30002312|onStandStepChanged 3603,0
20171223-22:53:1:218|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-23:57:42:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:57:34:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:48:848|Step_LSC|30002312|onStandStepChanged 3662,0
20171223-23:29:5:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:29:4:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:46:848|Step_LSC|30002312|onStandStepChanged 3655,0
20171223-22:17:46:349|Step_LSC|30002312|onStandStepChanged 3653,0
20171223-22:17:45:851|Step_LSC|30002312|onStandStepChanged 3651,0
20171223-23:23:15:139|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:19:21:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:9:6:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:15:45:848|Step_LSC|30002312|onStandStepChanged 3607,0
20171223-22:52:45:412|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:51:48:980|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:51:40:331|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:52:45:985|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:20:1:863|Step_LSC|30002312|onStandStepChanged 3751,0
20171223-22:20:1:363|Step_LSC|30002312|onStandStepChanged 3748,0
20171223-22:17:48:348|Step_LSC|30002312|onStandStepChanged 3660,0
20171223-22:17:47:848|Step_LSC|30002312|onStandStepChanged 3658,0
20171224-0:0:0:223|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:20:12:863|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:20:7:864|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:0:0:323|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:45:348|Step_LSC|30002312|onStandStepChanged 3649,0
20171223-22:17:44:849|Step_LSC|30002312|onStandStepChanged 3647,0
20171223-22:24:22:157|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:15:47:349|Step_LSC|30002312|onStandStepChanged 3609,0
20171223-22:15:46:349|Step_LSC|30002312|onStandStepChanged 3608,0
20171224-0:9:35:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:51:37:393|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:51:37:295|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:51:37:252|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:9:34:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:20:2:863|Step_LSC|30002312|onStandStepChanged 3755,0
20171223-22:20:7:364|Step_LSC|30002312|onStandStepChanged 3760,0
20171223-23:23:19:141|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:22:849|Step_LSC|30002312|onStandStepChanged 3638,0
20171223-22:45:54:954|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:15:49:858|Step_LSC|30002312|onStandStepChanged 3613,0
20171223-22:15:49:350|Step_LSC|30002312|onStandStepChanged 3612,0
20171223-22:15:48:350|Step_LSC|30002312|onStandStepChanged 3611,0
20171223-22:15:47:857|Step_LSC|30002312|onStandStepChanged 3610,0
20171223-23:14:46:608|Step_LSC|30002312|onStandStepChanged 3780,0
20171223-23:14:46:106|Step_LSC|30002312|onStandStepChanged 3777,0
20171223-22:51:2:965|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:20:15:873|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:17:27:855|Step_LSC|30002312|onStandStepChanged 3646,0
20171223-22:17:24:848|Step_LSC|30002312|onStandStepChanged 3646,0
20171223-22:17:24:348|Step_LSC|30002312|onStandStepChanged 3643,0
20171223-22:24:51:883|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:24:22:309|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:24:22:208|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:24:58:889|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-23:19:20:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:39:25:306|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-23:16:23:109|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:9:4:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:7:21:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:15:50:850|Step_LSC|30002312|onStandStepChanged 3614,0
20171223-23:14:48:107|Step_LSC|30002312|onStandStepChanged 3784,0
20171223-23:14:47:109|Step_LSC|30002312|onStandStepChanged 3783,0
20171223-23:17:42:91|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:17:41:991|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:24:53:884|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:0:6:144|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:0:5:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:23:851|Step_LSC|30002312|onStandStepChanged 3642,0
20171223-22:17:23:348|Step_LSC|30002312|onStandStepChanged 3640,0
20171223-22:15:51:859|Step_LSC|30002312|onStandStepChanged 3616,0
20171223-23:14:52:109|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:14:48:606|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:39:25:260|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:45:48:956|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:39:25:402|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:31:31:924|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:30:24:129|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:30:24:28|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:6:16:562|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:5:22:473|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:17:21:850|Step_LSC|30002312|onStandStepChanged 3634,0
20171223-22:17:21:348|Step_LSC|30002312|onStandStepChanged 3632,0
20171223-22:17:20:853|Step_LSC|30002312|onStandStepChanged 3630,0
20171223-22:17:22:348|Step_LSC|30002312|onStandStepChanged 3636,0
20171223-22:30:23:988|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:31:59:621|Step_LSC|30002312|onStandStepChanged 3761,0
20171224-0:7:20:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:7:4:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:15:55:848|Step_LSC|30002312|onStandStepChanged 3624,0
20171223-22:15:55:349|Step_LSC|30002312|onStandStepChanged 3622,0
20171223-22:15:54:350|Step_LSC|30002312|onStandStepChanged 3620,0
20171223-22:37:14:939|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:33:46:405|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:33:46:305|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:15:53:349|Step_LSC|30002312|onStandStepChanged 3619,0
20171223-22:17:20:348|Step_LSC|30002312|onStandStepChanged 3628,0
20171223-23:17:41:692|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:17:41:97|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:31:59:613|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-22:17:18:850|Step_LSC|30002312|onStandStepChanged 3626,0
20171223-22:15:52:349|Step_LSC|30002312|onStandStepChanged 3617,0
20171223-22:17:59:858|Step_LSC|30002312|onStandStepChanged 3683,0
20171223-22:17:57:849|Step_LSC|30002312|onStandStepChanged 3681,0
20171223-22:19:9:849|Step_LSC|30002312|onStandStepChanged 3700,0
20171223-23:54:54:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:18:5:849|Step_LSC|30002312|onStandStepChanged 3686,0
20171223-22:18:5:351|Step_LSC|30002312|onStandStepChanged 3686,0
20171223-23:55:24:138|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:19:12:349|Step_LSC|30002312|onStandStepChanged 3712,0
20171223-22:19:11:848|Step_LSC|30002312|onStandStepChanged 3711,0
20171223-22:19:11:349|Step_LSC|30002312|onStandStepChanged 3707,0
20171223-23:7:6:226|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-23:7:6:126|Step_LSC|30002312|onStandStepChanged 3761,0
20171223-23:14:43:108|Step_LSC|30002312|onStandStepChanged 3764,0
20171223-23:54:47:146|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-23:54:45:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:19:9:348|Step_LSC|30002312|onStandStepChanged 3698,0
20171223-22:15:30:841|Step_LSC|30002312|onStandStepChanged 3583,0
20171224-0:25:17:137|Step_LSC|30002312|onStandStepChanged 3786,0
20171224-0:28:25:151|Step_LSC|30002312|onStandStepChanged 3786,0
20171223-22:15:29:606|Step_LSC|30002312|onStandStepChanged 3579,0
20171223-22:15:29:615|Step_LSC|30002312|onExtend:1514038530000 14 0 4,1
20171223-23:14:24:384|Step_LSC|30002312|onExtend:1514041722000 0 0 5,1
20171223-23:8:19:116|Step_LSC|30002312|onExtend:1514041699000 0 0 5,1
20171223-22:15:33:370|Step_LSC|30002312|onExtend:1514038534000 1 0 4,1
20171223-22:15:34:723|Step_LSC|30002312|onExtend:1514038535000 1 0 4,1
20171224-0:25:16:146|Step_LSC|30002312|onExtend:1514046316000 0 0 5,1
20171223-22:15:34:851|Step_LSC|30002312|onExtend:1514038535000 1 0 4,1
20171223-23:7:7:71|Step_LSC|30002312|onExtend:1514041627000 0 0 0,1
20171223-22:19:10:362|Step_LSC|30002312|onExtend:1514038751000 2 0 4,1
20171223-22:19:10:858|Step_LSC|30002312|onExtend:1514038751000 2 0 4,1
20171223-22:19:7:865|Step_LSC|30002312|onExtend:1514038748000 3 0 4,1
20171223-22:19:8:365|Step_LSC|30002312|onExtend:1514038749000 5 0 4,1
20171223-22:19:8:862|Step_LSC|30002312|onExtend:1514038749000 2 0 4,1
20171223-22:19:9:359|Step_LSC|30002312|onExtend:1514038750000 2 0 4,1
20171223-22:15:32:846|Step_LSC|30002312|onExtend:1514038533000 1 0 4,1
20171223-23:14:24:499|Step_LSC|30002312|onExtend:1514042064000 0 0 5,1
20171223-23:7:6:86|Step_LSC|30002312|onExtend:1514041566000 0 0 5,1
20171223-23:7:6:86|Step_LSC|30002312|onExtend:1514041626000 0 0 5,1
20171223-23:7:6:232|Step_LSC|30002312|onExtend:1514041627000 0 0 5,1
20171223-22:19:11:358|Step_LSC|30002312|onExtend:1514038752000 3 0 4,1
20171223-22:16:0:859|Step_LSC|30002312|onExtend:1514038561000 0 0 0,1
20171223-22:15:55:855|Step_LSC|30002312|onExtend:1514038556000 2 0 4,1
20171223-23:16:23:120|Step_LSC|30002312|onExtend:1514042182000 0 0 5,1
20171223-23:17:40:780|Step_LSC|30002312|onExtend:1514042205000 0 0 5,1
20171223-23:17:40:780|Step_LSC|30002312|onExtend:1514042265000 0 0 0,1
20171223-22:15:57:863|Step_LSC|30002312|onExtend:1514038558000 1 0 4,1
20171224-0:7:2:150|Step_LSC|30002312|onExtend:1514045222000 0 0 5,1
20171223-22:15:30:335|Step_LSC|30002312|onExtend:1514038531000 1 0 4,1
20171223-22:15:29:737|Step_LSC|30002312|onExtend:1514038530000 0 0 4,1
20171223-22:15:31:862|Step_LSC|30002312|onExtend:1514038532000 1 0 4,1
20171223-22:15:32:354|Step_LSC|30002312|onExtend:1514038533000 1 0 4,1
20171223-22:15:29:800|Step_LSC|30002312|onExtend:1514038530000 1 0 4,1
20171223-22:19:14:363|Step_LSC|30002312|onExtend:1514038755000 14 0 4,1
20171223-23:54:29:149|Step_LSC|30002312|onExtend:1514044469000 0 0 0,1
20171223-23:54:34:147|Step_LSC|30002312|onExtend:1514044474000 0 0 5,1
20171223-23:14:48:618|Step_LSC|30002312|onExtend:1514042088000 2 0 4,1
20171223-23:14:52:125|Step_LSC|30002312|onExtend:1514042091000 0 0 0,1
20171223-22:15:51:868|Step_LSC|30002312|onExtend:1514038552000 2 0 4,1
20171223-22:15:52:363|Step_LSC|30002312|onExtend:1514038553000 1 0 4,1
20171223-22:31:59:620|Step_LSC|30002312|onExtend:1514039515000 0 0 0,1
20171223-22:31:59:620|Step_LSC|30002312|onExtend:1514039575000 0 0 0,1
20171223-23:17:41:100|Step_LSC|30002312|onExtend:1514042261000 0 0 0,1
20171223-23:17:41:694|Step_LSC|30002312|onExtend:1514042262000 0 0 0,1
20171223-22:17:18:864|Step_LSC|30002312|onExtend:1514038639000 0 0 4,1
20171223-22:17:20:358|Step_LSC|30002312|onExtend:1514038641000 2 0 4,1
20171223-22:33:46:279|Step_LSC|30002312|onExtend:1514039626000 0 0 0,1
20171223-22:33:46:406|Step_LSC|30002312|onExtend:1514039626000 0 0 0,1
20171223-22:37:14:951|Step_LSC|30002312|onExtend:1514039834000 0 0 5,1
20171223-22:39:25:406|Step_LSC|30002312|onExtend:1514039965000 0 0 0,1
20171223-22:39:25:264|Step_LSC|30002312|onExtend:1514039857000 0 0 5,1
20171223-22:39:25:265|Step_LSC|30002312|onExtend:1514039917000 0 0 5,1
20171223-22:39:25:265|Step_LSC|30002312|onExtend:1514039977000 0 0 0,1
20171223-22:19:11:857|Step_LSC|30002312|onExtend:1514038752000 4 0 4,1
20171223-22:19:12:364|Step_LSC|30002312|onExtend:1514038753000 1 0 4,1
20171223-23:55:24:150|Step_LSC|30002312|onExtend:1514044524000 0 0 5,1
20171223-22:18:2:363|Step_LSC|30002312|onExtend:1514038683000 1 0 4,1
20171223-22:18:5:358|Step_LSC|30002312|onExtend:1514038686000 1 0 4,1
20171223-22:18:5:854|Step_LSC|30002312|onExtend:1514038686000 0 0 0,1
20171223-22:19:9:859|Step_LSC|30002312|onExtend:1514038750000 2 0 4,1
20171223-22:17:57:862|Step_LSC|30002312|onExtend:1514038678000 2 0 4,1
20171223-22:17:59:872|Step_LSC|30002312|onExtend:1514038680000 2 0 4,1
20171223-22:18:1:361|Step_LSC|30002312|onExtend:1514038682000 1 0 4,1
20171223-23:54:54:163|Step_LSC|30002312|onExtend:1514044494000 0 0 5,1
20171223-23:54:56:157|Step_LSC|30002312|onExtend:1514044496000 0 0 0,1
20171223-22:31:31:940|Step_LSC|30002312|onExtend:1514039492000 0 0 5,1
20171223-23:19:20:149|Step_LSC|30002312|onExtend:1514042360000 0 0 5,1
20171223-22:24:58:890|Step_LSC|30002312|onExtend:1514039098000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039112000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039172000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039232000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039292000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039352000 0 0 5,1
20171223-22:30:23:993|Step_LSC|30002312|onExtend:1514039412000 0 0 0,1
20171223-22:17:22:363|Step_LSC|30002312|onExtend:1514038643000 2 0 4,1
20171223-22:17:20:859|Step_LSC|30002312|onExtend:1514038641000 2 0 4,1
20171223-22:17:21:353|Step_LSC|30002312|onExtend:1514038642000 2 0 4,1
20171224-0:5:22:478|Step_LSC|30002312|onExtend:1514045123000 0 0 0,1
20171224-0:6:16:574|Step_LSC|30002312|onExtend:1514045177000 0 0 0,1
20171223-22:17:21:859|Step_LSC|30002312|onExtend:1514038642000 2 0 4,1
20171223-22:30:24:132|Step_LSC|30002312|onExtend:1514039424000 0 0 0,1
20171223-22:45:48:970|Step_LSC|30002312|onExtend:1514040348000 0 0 5,1
20171223-22:45:54:974|Step_LSC|30002312|onExtend:1514040354000 0 0 0,1
20171223-22:17:22:859|Step_LSC|30002312|onExtend:1514038643000 2 0 4,1
20171223-22:17:23:358|Step_LSC|30002312|onExtend:1514038644000 2 0 4,1
20171223-22:17:23:861|Step_LSC|30002312|onExtend:1514038644000 2 0 4,1
20171224-0:0:5:152|Step_LSC|30002312|onExtend:1514044805000 0 0 5,1
20171224-0:0:6:149|Step_LSC|30002312|onExtend:1514044806000 0 0 0,1
20171223-22:24:53:897|Step_LSC|30002312|onExtend:1514039093000 0 0 0,1
20171223-23:17:42:93|Step_LSC|30002312|onExtend:1514042262000 0 0 0,1
20171223-22:24:22:165|Step_LSC|30002312|onExtend:1514039059000 0 0 0,1
20171223-23:14:47:118|Step_LSC|30002312|onExtend:1514042086000 3 0 4,1
20171223-23:14:48:117|Step_LSC|30002312|onExtend:1514042087000 1 0 4,1
20171223-22:15:49:864|Step_LSC|30002312|onExtend:1514038550000 1 0 4,1
20171223-22:15:50:864|Step_LSC|30002312|onExtend:1514038551000 1 0 4,1
20171224-0:7:21:149|Step_LSC|30002312|onExtend:1514045241000 0 0 0,1
20171224-0:9:4:148|Step_LSC|30002312|onExtend:1514045344000 0 0 5,1
20171223-22:24:22:165|Step_LSC|30002312|onExtend:1514038999000 0 0 5,1
20171223-22:17:44:869|Step_LSC|30002312|onExtend:1514038665000 1 0 4,1
20171223-22:17:45:366|Step_LSC|30002312|onExtend:1514038666000 2 0 4,1
20171224-0:0:0:329|Step_LSC|30002312|onExtend:1514044801000 0 0 0,1
20171223-22:20:7:875|Step_LSC|30002312|onExtend:1514038808000 1 0 4,1
20171223-22:24:22:310|Step_LSC|30002312|onExtend:1514039062000 0 0 0,1
20171223-22:24:51:892|Step_LSC|30002312|onExtend:1514039091000 0 0 5,1
